"workerid","domain","condition","item","lowers","uppers","responses"
"22","price","posterior","watch",2550,2600,0.41
"22","price","posterior","watch",2600,2650,0.57
"22","price","posterior","watch",2650,2700,0.67
"22","price","posterior","watch",2700,2750,0.9
"22","price","posterior","watch",2750,2800,0.66
"22","price","posterior","watch",2800,2850,0.42
"22","price","posterior","watch",2850,2900,0.37
"22","price","posterior","watch",2900,2950,0.29
"22","price","posterior","watch",2950,NA,0.03
"23","price","posterior","laptop",0,50,0.05
"23","price","posterior","laptop",50,100,0.07
"23","price","posterior","laptop",100,150,0.06
"23","price","posterior","laptop",150,200,0.02
"23","price","posterior","laptop",200,250,0.63
"23","price","posterior","laptop",250,300,0.79
"23","price","posterior","laptop",300,350,0.8
"23","price","posterior","laptop",350,400,0.92
"23","price","posterior","laptop",400,450,0.95
"23","price","posterior","laptop",450,500,1
"23","price","posterior","laptop",500,550,0.89
"23","price","posterior","laptop",550,600,0.91
"23","price","posterior","laptop",600,650,0.91
"23","price","posterior","laptop",650,700,0.92
"23","price","posterior","laptop",700,750,0.98
"23","price","posterior","laptop",750,800,0.97
"23","price","posterior","laptop",800,850,0.98
"23","price","posterior","laptop",850,900,0.99
"23","price","posterior","laptop",900,950,0.98
"23","price","posterior","laptop",950,1000,0.98
"23","price","posterior","laptop",1000,1050,0.98
"23","price","posterior","laptop",1050,1100,1
"23","price","posterior","laptop",1100,1150,0.96
"23","price","posterior","laptop",1150,1200,0.98
"23","price","posterior","laptop",1200,1250,0.97
"23","price","posterior","laptop",1250,1300,0.99
"23","price","posterior","laptop",1300,1350,0.97
"23","price","posterior","laptop",1350,1400,0.97
"23","price","posterior","laptop",1400,1450,0.99
"23","price","posterior","laptop",1450,1500,0.96
"23","price","posterior","laptop",1500,1550,0.98
"23","price","posterior","laptop",1550,1600,0.98
"23","price","posterior","laptop",1600,1650,0.95
"23","price","posterior","laptop",1650,1700,0.97
"23","price","posterior","laptop",1700,1750,0.99
"23","price","posterior","laptop",1750,1800,1
"23","price","posterior","laptop",1800,1850,0.98
"23","price","posterior","laptop",1850,1900,0.98
"23","price","posterior","laptop",1900,1950,0.98
"23","price","posterior","laptop",1950,2000,0.99
"23","price","posterior","laptop",2000,2050,0.98
"23","price","posterior","laptop",2050,2100,0.98
"23","price","posterior","laptop",2100,2150,0.98
"23","price","posterior","laptop",2150,2200,0.98
"23","price","posterior","laptop",2200,2250,0.96
"23","price","posterior","laptop",2250,2300,0.97
"23","price","posterior","laptop",2300,2350,0.96
"23","price","posterior","laptop",2350,2400,0.98
"23","price","posterior","laptop",2400,2450,0.97
"23","price","posterior","laptop",2450,NA,0.06
"24","age","posterior","new parent",0,5,0.08
"24","age","posterior","new parent",5,10,0.02
"24","age","posterior","new parent",10,15,0.03
"24","age","posterior","new parent",15,20,0.01
"24","age","posterior","new parent",20,25,0.01
"24","age","posterior","new parent",25,30,0.03
"24","age","posterior","new parent",30,35,0.04
"24","age","posterior","new parent",35,40,0.03
"24","age","posterior","new parent",40,45,0.03
"24","age","posterior","new parent",45,50,0.04
"24","age","posterior","new parent",50,55,0.03
"24","age","posterior","new parent",55,60,0.62
"24","age","posterior","new parent",60,65,0.69
"24","age","posterior","new parent",65,70,0.74
"24","age","posterior","new parent",70,75,0.75
"24","age","posterior","new parent",75,80,0.79
"24","age","posterior","new parent",80,85,0.6
"24","age","posterior","new parent",85,NA,0.31
"25","price","prior","laptop",0,50,0
"25","price","prior","laptop",50,100,0
"25","price","prior","laptop",100,150,0
"25","price","prior","laptop",150,200,0
"25","price","prior","laptop",200,250,0.24
"25","price","prior","laptop",250,300,0.5
"25","price","prior","laptop",300,350,0.5
"25","price","prior","laptop",350,400,0.76
"25","price","prior","laptop",400,450,1
"25","price","prior","laptop",450,500,1
"25","price","prior","laptop",500,550,0.95
"25","price","prior","laptop",550,600,0.75
"25","price","prior","laptop",600,650,0.64
"25","price","prior","laptop",650,700,0.5
"25","price","prior","laptop",700,750,0.5
"25","price","prior","laptop",750,800,0.41
"25","price","prior","laptop",800,850,0.34
"25","price","prior","laptop",850,900,0.22
"25","price","prior","laptop",900,950,0.13
"25","price","prior","laptop",950,1000,0
"25","price","prior","laptop",1000,1050,0
"25","price","prior","laptop",1050,1100,0
"25","price","prior","laptop",1100,1150,0
"25","price","prior","laptop",1150,1200,0
"25","price","prior","laptop",1200,1250,0
"25","price","prior","laptop",1250,1300,0
"25","price","prior","laptop",1300,1350,0
"25","price","prior","laptop",1350,1400,0
"25","price","prior","laptop",1400,1450,0
"25","price","prior","laptop",1450,1500,0
"25","price","prior","laptop",1500,1550,0
"25","price","prior","laptop",1550,1600,0
"25","price","prior","laptop",1600,1650,0
"25","price","prior","laptop",1650,1700,0
"25","price","prior","laptop",1700,1750,0
"25","price","prior","laptop",1750,1800,0
"25","price","prior","laptop",1800,1850,0
"25","price","prior","laptop",1850,1900,0
"25","price","prior","laptop",1900,1950,0
"25","price","prior","laptop",1950,2000,0
"25","price","prior","laptop",2000,2050,0
"25","price","prior","laptop",2050,2100,0
"25","price","prior","laptop",2100,2150,0
"25","price","prior","laptop",2150,2200,0.01
"25","price","prior","laptop",2200,2250,0
"25","price","prior","laptop",2250,2300,0
"25","price","prior","laptop",2300,2350,0
"25","price","prior","laptop",2350,2400,0
"25","price","prior","laptop",2400,2450,0
"25","price","prior","laptop",2450,NA,0.01
"26","age","prior","New Yorker",0,5,0.2
"26","age","prior","New Yorker",5,10,0.28
"26","age","prior","New Yorker",10,15,0.47
"26","age","prior","New Yorker",15,20,0.5
"26","age","prior","New Yorker",20,25,0.5
"26","age","prior","New Yorker",25,30,0.5
"26","age","prior","New Yorker",30,35,0.5
"26","age","prior","New Yorker",35,40,0.52
"26","age","prior","New Yorker",40,45,0.51
"26","age","prior","New Yorker",45,50,0.51
"26","age","prior","New Yorker",50,55,0.5
"26","age","prior","New Yorker",55,60,0.5
"26","age","prior","New Yorker",60,65,0.5
"26","age","prior","New Yorker",65,70,0.37
"26","age","prior","New Yorker",70,75,0.32
"26","age","prior","New Yorker",75,80,0.25
"26","age","prior","New Yorker",80,85,0.14
"26","age","prior","New Yorker",85,NA,0.11
"27","price","prior","laptop",0,50,0
"27","price","prior","laptop",50,100,0
"27","price","prior","laptop",100,150,0
"27","price","prior","laptop",150,200,0.13
"27","price","prior","laptop",200,250,0.21
"27","price","prior","laptop",250,300,0.35
"27","price","prior","laptop",300,350,0.52
"27","price","prior","laptop",350,400,0.65
"27","price","prior","laptop",400,450,0.78
"27","price","prior","laptop",450,500,0.97
"27","price","prior","laptop",500,550,0.97
"27","price","prior","laptop",550,600,1
"27","price","prior","laptop",600,650,1
"27","price","prior","laptop",650,700,1
"27","price","prior","laptop",700,750,1
"27","price","prior","laptop",750,800,1
"27","price","prior","laptop",800,850,0.99
"27","price","prior","laptop",850,900,0.87
"27","price","prior","laptop",900,950,0.8
"27","price","prior","laptop",950,1000,0.7
"27","price","prior","laptop",1000,1050,0.68
"27","price","prior","laptop",1050,1100,0.61
"27","price","prior","laptop",1100,1150,0.5
"27","price","prior","laptop",1150,1200,0.4
"27","price","prior","laptop",1200,1250,0.32
"27","price","prior","laptop",1250,1300,0.21
"27","price","prior","laptop",1300,1350,0.15
"27","price","prior","laptop",1350,1400,0.08
"27","price","prior","laptop",1400,1450,0.04
"27","price","prior","laptop",1450,1500,0
"27","price","prior","laptop",1500,1550,0
"27","price","prior","laptop",1550,1600,0
"27","price","prior","laptop",1600,1650,0
"27","price","prior","laptop",1650,1700,0
"27","price","prior","laptop",1700,1750,0
"27","price","prior","laptop",1750,1800,0.03
"27","price","prior","laptop",1800,1850,0.01
"27","price","prior","laptop",1850,1900,0
"27","price","prior","laptop",1900,1950,0.02
"27","price","prior","laptop",1950,2000,0.03
"27","price","prior","laptop",2000,2050,0.02
"27","price","prior","laptop",2050,2100,0.02
"27","price","prior","laptop",2100,2150,0.03
"27","price","prior","laptop",2150,2200,0.02
"27","price","prior","laptop",2200,2250,0.02
"27","price","prior","laptop",2250,2300,0.02
"27","price","prior","laptop",2300,2350,0.02
"27","price","prior","laptop",2350,2400,0.01
"27","price","prior","laptop",2400,2450,0.01
"27","price","prior","laptop",2450,NA,0
"28","height","posterior","mountain",0,1000,0.58
"28","height","posterior","mountain",1000,2000,0.6
"28","height","posterior","mountain",2000,3000,0.67
"28","height","posterior","mountain",3000,4000,0.81
"28","height","posterior","mountain",4000,5000,0.89
"28","height","posterior","mountain",5000,6000,0.76
"28","height","posterior","mountain",6000,7000,0.61
"28","height","posterior","mountain",7000,8000,0.53
"28","height","posterior","mountain",8000,9000,0.5
"28","height","posterior","mountain",9000,10000,0.37
"28","height","posterior","mountain",10000,11000,0.45
"28","height","posterior","mountain",11000,12000,0.39
"28","height","posterior","mountain",12000,13000,0.33
"28","height","posterior","mountain",13000,14000,0.3
"28","height","posterior","mountain",14000,15000,0.31
"28","height","posterior","mountain",15000,16000,0.34
"28","height","posterior","mountain",16000,17000,0.36
"28","height","posterior","mountain",17000,18000,0.36
"28","height","posterior","mountain",18000,19000,0.33
"28","height","posterior","mountain",19000,NA,0.33
"29","height","prior","building",0,10,0
"29","height","prior","building",10,20,0.49
"29","height","prior","building",20,30,0.99
"29","height","prior","building",30,40,0.97
"29","height","prior","building",40,50,0.79
"29","height","prior","building",50,60,0.78
"29","height","prior","building",60,70,0.76
"29","height","prior","building",70,80,0.5
"29","height","prior","building",80,90,0.5
"29","height","prior","building",90,100,0.5
"29","height","prior","building",100,110,0.25
"29","height","prior","building",110,120,0.25
"29","height","prior","building",120,130,0.02
"29","height","prior","building",130,140,0
"29","height","prior","building",140,150,0
"29","height","prior","building",150,160,0
"29","height","prior","building",160,170,0
"29","height","prior","building",170,180,0
"29","height","prior","building",180,190,0
"29","height","prior","building",190,NA,0
"30","age","posterior","new parent",0,5,0
"30","age","posterior","new parent",5,10,0
"30","age","posterior","new parent",10,15,0
"30","age","posterior","new parent",15,20,0
"30","age","posterior","new parent",20,25,0
"30","age","posterior","new parent",25,30,0
"30","age","posterior","new parent",30,35,0.63
"30","age","posterior","new parent",35,40,0.64
"30","age","posterior","new parent",40,45,0.86
"30","age","posterior","new parent",45,50,0.88
"30","age","posterior","new parent",50,55,0.95
"30","age","posterior","new parent",55,60,0.99
"30","age","posterior","new parent",60,65,0.23
"30","age","posterior","new parent",65,70,0.19
"30","age","posterior","new parent",70,75,0.13
"30","age","posterior","new parent",75,80,0.14
"30","age","posterior","new parent",80,85,0
"30","age","posterior","new parent",85,NA,0.12
"31","age","posterior","new parent",0,5,0
"31","age","posterior","new parent",5,10,0
"31","age","posterior","new parent",10,15,0
"31","age","posterior","new parent",15,20,0
"31","age","posterior","new parent",20,25,0
"31","age","posterior","new parent",25,30,0.1
"31","age","posterior","new parent",30,35,0.36
"31","age","posterior","new parent",35,40,0.5
"31","age","posterior","new parent",40,45,0.68
"31","age","posterior","new parent",45,50,0.77
"31","age","posterior","new parent",50,55,0.61
"31","age","posterior","new parent",55,60,0.64
"31","age","posterior","new parent",60,65,0.53
"31","age","posterior","new parent",65,70,0.43
"31","age","posterior","new parent",70,75,0.33
"31","age","posterior","new parent",75,80,0.23
"31","age","posterior","new parent",80,85,0.15
"31","age","posterior","new parent",85,NA,0.08
"32","height","prior","mountain",0,1000,0.24
"32","height","prior","mountain",1000,2000,0.32
"32","height","prior","mountain",2000,3000,0.37
"32","height","prior","mountain",3000,4000,0.62
"32","height","prior","mountain",4000,5000,0.67
"32","height","prior","mountain",5000,6000,0.75
"32","height","prior","mountain",6000,7000,0.72
"32","height","prior","mountain",7000,8000,0.36
"32","height","prior","mountain",8000,9000,0.3
"32","height","prior","mountain",9000,10000,0.21
"32","height","prior","mountain",10000,11000,0.42
"32","height","prior","mountain",11000,12000,0.36
"32","height","prior","mountain",12000,13000,0.36
"32","height","prior","mountain",13000,14000,0.09
"32","height","prior","mountain",14000,15000,0.02
"32","height","prior","mountain",15000,16000,0
"32","height","prior","mountain",16000,17000,0.04
"32","height","prior","mountain",17000,18000,0
"32","height","prior","mountain",18000,19000,0
"32","height","prior","mountain",19000,NA,0
"33","price","posterior","laptop",0,50,0
"33","price","posterior","laptop",50,100,0
"33","price","posterior","laptop",100,150,0
"33","price","posterior","laptop",150,200,0
"33","price","posterior","laptop",200,250,0
"33","price","posterior","laptop",250,300,0
"33","price","posterior","laptop",300,350,0
"33","price","posterior","laptop",350,400,0
"33","price","posterior","laptop",400,450,0.39
"33","price","posterior","laptop",450,500,0.38
"33","price","posterior","laptop",500,550,0.35
"33","price","posterior","laptop",550,600,0.42
"33","price","posterior","laptop",600,650,0.48
"33","price","posterior","laptop",650,700,0.55
"33","price","posterior","laptop",700,750,0.61
"33","price","posterior","laptop",750,800,0.66
"33","price","posterior","laptop",800,850,0.73
"33","price","posterior","laptop",850,900,0.82
"33","price","posterior","laptop",900,950,0.9
"33","price","posterior","laptop",950,1000,0.9
"33","price","posterior","laptop",1000,1050,0.92
