"workerid","reward","comments","age","language","qNumber","qtype","dollar_amount","sigs","object","response","rt","level","id","date","phrasing"
"12_00","$0.40","""""","""24""","""English""",14,"concrete",600,0,"laptop",8,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",15,"inductive",0.15,0.01,"watch",8,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",16,"concrete",80,2,"coffee maker",8,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",17,"inductive",8,0.5,"sweater",8,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",18,"inductive",16,0.5,"headphones",8,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",19,"concrete",30,0,"watch",7,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",20,"concrete",80,3,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",21,"concrete",30,0,"headphones",6,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",22,"inductive",3,0.1,"headphones",8,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",23,"inductive",3,0.01,"laptop",8,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",24,"inductive",300,1,"laptop",7,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",25,"inductive",20,1,"coffee maker",8,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",26,"inductive",0.22,0.01,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",27,"inductive",11,0.5,"coffee maker",8,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",28,"concrete",80,3,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",29,"concrete",40,0,"coffee maker",4,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",30,"concrete",60,2,"watch",8,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",31,"concrete",50,1,"sweater",8,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",32,"inductive",15,1,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",33,"inductive",100,0.5,"laptop",8,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",34,"concrete",30,0,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",35,"concrete",1400,3,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",36,"inductive",0.31,0.01,"headphones",9,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",37,"concrete",900,1,"laptop",5,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",38,"concrete",60,2,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"12_00","$0.40","""""","""24""","""English""",39,"concrete",100,3,"headphones",9,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",0,"concrete",100,3,"coffee maker",7,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",1,"concrete",90,2,"headphones",9,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",2,"inductive",0.15,0.01,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",3,"inductive",100,0.5,"laptop",7,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",4,"inductive",0.15,0.01,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",5,"concrete",1400,3,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",6,"concrete",60,1,"coffee maker",4,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",7,"concrete",80,3,"sweater",7,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",8,"inductive",2,0.1,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",9,"inductive",30,0.1,"laptop",8,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",10,"concrete",50,1,"sweater",5,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",11,"inductive",8,0.5,"sweater",8,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",12,"concrete",80,2,"coffee maker",6,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",13,"concrete",30,0,"watch",1,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",14,"concrete",40,0,"coffee maker",3,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",15,"inductive",0.31,0.01,"headphones",9,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",16,"inductive",20,1,"coffee maker",7,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",17,"concrete",1100,2,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",18,"concrete",60,1,"headphones",7,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",19,"concrete",900,1,"laptop",8,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",20,"inductive",8,0.5,"watch",8,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",21,"inductive",2,0.1,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",22,"concrete",60,2,"watch",4,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",23,"inductive",3,0.1,"headphones",8,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",24,"inductive",3,0.01,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",25,"inductive",300,1,"laptop",6,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",26,"inductive",15,1,"watch",6,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",27,"inductive",15,1,"sweater",6,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",28,"inductive",2,0.1,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",29,"concrete",60,2,"sweater",6,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",30,"concrete",30,0,"headphones",1,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",31,"inductive",0.22,0.01,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",32,"inductive",11,0.5,"coffee maker",6,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",33,"concrete",50,1,"watch",5,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",34,"concrete",600,0,"laptop",6,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",35,"concrete",80,3,"watch",5,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",36,"concrete",30,0,"sweater",1,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",37,"concrete",100,3,"headphones",7,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",38,"inductive",30,1,"headphones",6,NA,NA,"00","2013 August 27 7am","relative"
"13_00","$0.40","""""","""37""","""English""",39,"inductive",16,0.5,"headphones",6,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",0,"inductive",20,1,"coffee maker",8,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",1,"concrete",60,2,"sweater",8,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",2,"concrete",60,2,"watch",7,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",3,"concrete",80,3,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",4,"inductive",0.31,0.01,"headphones",9,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",5,"concrete",40,0,"coffee maker",5,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",6,"concrete",80,2,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",7,"inductive",2,0.1,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",8,"concrete",30,0,"watch",4,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",9,"inductive",15,1,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",10,"concrete",50,1,"sweater",7,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",11,"concrete",60,1,"headphones",5,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",12,"inductive",2,0.1,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",13,"inductive",0.15,0.01,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",14,"concrete",1400,3,"laptop",8,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",15,"inductive",300,1,"laptop",5,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",16,"concrete",600,0,"laptop",5,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",17,"inductive",3,0.01,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",18,"inductive",8,0.5,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",19,"concrete",100,3,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",20,"concrete",50,1,"watch",5,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",21,"inductive",2,0.1,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",22,"inductive",30,0.1,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",23,"concrete",900,1,"laptop",6,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",24,"concrete",30,0,"headphones",3,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",25,"concrete",90,2,"headphones",6,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",26,"inductive",100,0.5,"laptop",8,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",27,"concrete",1100,2,"laptop",8,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",28,"inductive",30,1,"headphones",5,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",29,"concrete",60,1,"coffee maker",6,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",30,"inductive",15,1,"sweater",8,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",31,"inductive",0.15,0.01,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",32,"inductive",8,0.5,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",33,"inductive",16,0.5,"headphones",8,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",34,"inductive",0.22,0.01,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",35,"concrete",30,0,"sweater",5,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",36,"inductive",3,0.1,"headphones",9,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",37,"inductive",11,0.5,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",38,"concrete",80,3,"watch",6,NA,NA,"00","2013 August 27 7am","relative"
"14_00","$0.40","""""","""37""","""english""",39,"concrete",100,3,"headphones",7,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",0,"inductive",2,0.1,"coffee maker",7,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",1,"concrete",30,0,"sweater",7,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",2,"concrete",100,3,"headphones",9,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",3,"concrete",50,1,"sweater",8,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",4,"inductive",8,0.5,"watch",6,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",5,"concrete",600,0,"laptop",2,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",6,"concrete",80,3,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",7,"inductive",0.15,0.01,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",8,"concrete",60,1,"headphones",8,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",9,"concrete",60,2,"watch",7,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",10,"inductive",100,0.5,"laptop",7,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",11,"inductive",16,0.5,"headphones",7,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",12,"inductive",0.15,0.01,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",13,"inductive",2,0.1,"watch",8,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",14,"inductive",300,1,"laptop",5,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",15,"inductive",0.31,0.01,"headphones",9,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",16,"inductive",2,0.1,"sweater",8,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",17,"inductive",30,1,"headphones",7,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",18,"inductive",8,0.5,"sweater",8,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",19,"inductive",0.22,0.01,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",20,"concrete",30,0,"headphones",7,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",21,"concrete",60,2,"sweater",7,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",22,"concrete",80,2,"coffee maker",6,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",23,"inductive",20,1,"coffee maker",7,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",24,"inductive",3,0.01,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",25,"concrete",1400,3,"laptop",8,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",26,"concrete",90,2,"headphones",9,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",27,"inductive",11,0.5,"coffee maker",7,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",28,"concrete",30,0,"watch",2,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",29,"inductive",15,1,"watch",7,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",30,"concrete",60,1,"coffee maker",6,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",31,"inductive",3,0.1,"headphones",8,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",32,"concrete",100,3,"coffee maker",8,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",33,"concrete",80,3,"watch",7,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",34,"inductive",15,1,"sweater",7,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",35,"concrete",900,1,"laptop",6,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",36,"concrete",50,1,"watch",4,NA,NA,"00","2013 August 27 7am","relative"
"15_00","$0.40","""""","""36""","""English""",37,"inductive",30,0.1,"laptop",8,NA,NA,"00","2013 August 27 7am","relative"
